hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
0757C;39055;43;25.7.1986 0:00;391 Tapaninvainio;3911;155;0.0;1;0.0;2001;2001;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;780;0,031688522;0,000421776;5,25
0757D;39055;42;25.7.1986 0:00;391 Tapaninvainio;3911;190;0.0;1;0.0;2001;2002;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;780;0,031688522;0,000421776;5,25
0758B;39055;46;25.7.1986 0:00;391 Tapaninvainio;3911;180;0.0;1;0.0;2001;2002;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;780;0,031688522;0,000421776;5,25
0810A;33194;4;21.11.1997 0:00;331 Kannelmäki;3312;1350;0.0;11;1997.0;1999;2000;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;420;0,038891351;0,000661297;0
0810B;33194;5;21.11.1997 0:00;331 Kannelmäki;3312;1025;0.0;9;1997.0;1999;2000;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;420;0,038891351;0,000661297;0
0811A;40044;7;24.2.1978 0:00;401 Siltamäki;4012;457;0.0;3;0.0;2015;2021;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;740;0,029334153;0,007594907;0,25
0811B;40044;6;24.2.1978 0:00;401 Siltamäki;4012;288;0.0;2;1978.0;2004;2004;26.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;740;0,029334153;0,007594907;2,25
0860A;54257;3;24.4.1998 0:00;541 Keski-Vuosaari;5412;2680;0.0;24;1997.0;2004;2004;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;960;0,038147447;0,008984244;2,25
0860B;54258;1;24.4.1998 0:00;541 Keski-Vuosaari;5412;3514;0.0;36;1997.0;2001;2002;5.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Rivitalo;ATT;Kaupunki;960;0,038147447;0,008984244;5,25
0860C;54259;1;24.4.1998 0:00;541 Keski-Vuosaari;5412;2784;0.0;31;1997.0;2001;2002;5.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Rivitalo;ATT;Kaupunki;960;0,038147447;0,008984244;5,25
0860D;54257;2;24.4.1998 0:00;541 Keski-Vuosaari;5412;1824;0.0;17;1997.0;2002;2002;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;960;0,038147447;0,008984244;3,5
0863A;41040;29;2.12.1976 0:00;411 Puistola;4111;167;0.0;1;0.0;2001;2001;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;730;0,038910223;-0,001036182;5,25
0864A;54250;1;24.4.1998 0:00;541 Keski-Vuosaari;5412;1647;343.0;27;1998.0;2001;2002;4.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;IL-KIINTEISTÖT OY;Kaupunki;960;0,038147447;0,008984244;5,25
0864B;54251;1;24.4.1998 0:00;541 Keski-Vuosaari;5412;1038;0.0;17;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;960;0,038147447;0,008984244;5,25
0870A;54196;1;28.4.2000 0:00;544 Meri-Rastila;5442;198;0.0;1;2000.0;2003;2004;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;0,041691154;-0,000817541;3,25
0870B;54196;2;28.4.2000 0:00;544 Meri-Rastila;5442;162;0.0;1;2000.0;2003;2004;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;0,041691154;-0,000817541;3,25
0870C;54196;3;28.4.2000 0:00;544 Meri-Rastila;5442;179;0.0;1;2000.0;2002;2003;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;0,041691154;-0,000817541;3,5
0870D;54196;4;28.4.2000 0:00;544 Meri-Rastila;5442;188;0.0;1;2000.0;2002;2010;10.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;0,041691154;-0,000817541;3,5
0870E;54196;5;28.4.2000 0:00;544 Meri-Rastila;5442;162;0.0;1;2000.0;2003;2004;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;0,041691154;-0,000817541;3,25
0871B;41064;33;20.5.1983 0:00;411 Puistola;4112;192;0.0;1;1984.0;2005;2006;22.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;760;0,033337521;-0,001036182;2,25
0872A;54005;1;24.1.1997 0:00;547 Rastila;5472;8000;0.0;96;1997.0;2000;2001;4.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;980;0,041691154;0,022445473;3,5
0872B;54005;2;24.1.1997 0:00;547 Rastila;5472;3800;0.0;48;1997.0;2000;2001;4.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;980;0,041691154;0,022445473;3,5
0872C;54005;3;24.1.1997 0:00;547 Rastila;5472;3800;0.0;53;1997.0;2000;2001;4.0;ARA-vuokra;Vuokra-asuntoja;Valtion tuki;Ei Hitas;Kerrostalo;ATT;Kaupunki;980;0,041691154;0,022445473;3,5
0872D;54005;5;24.1.1997 0:00;547 Rastila;5472;3800;0.0;53;1997.0;1999;2000;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;980;0,041691154;0,022445473;0
0872E;54005;6;24.1.1997 0:00;547 Rastila;5472;3800;0.0;42;1997.0;1999;2000;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;980;0,041691154;0,022445473;0
0872F;54005;4;24.1.1997 0:00;547 Rastila;5472;3800;0.0;48;1997.0;1999;2000;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;980;0,041691154;0,022445473;0
0886A;41171;25;11.4.1979 0:00;412 Heikinlaakso;4120;193;0.0;2;0.0;2005;2005;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;760;0,033337521;-0,001757711;2,25
0886C;41171;24;11.4.1979 0:00;412 Heikinlaakso;4120;150;0.0;1;0.0;2001;2002;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;760;0,033337521;-0,001757711;5,25
0930A;41267;49;20.11.2009 0:00;411 Puistola;4111;125;0.0;1;2009.0;2013;2014;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;750;0,032959936;-0,001036182;0,75
0930B;41267;50;20.11.2009 0:00;411 Puistola;4111;142;0.0;1;2009.0;2011;2012;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;750;0,032959936;-0,001036182;1,5
0930C;41267;51;20.11.2009 0:00;411 Puistola;4111;157;0.0;1;2009.0;2011;2012;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;750;0,032959936;-0,001036182;1,5
0978A;45037;16a;20.11.2003 0:00;455 Marjaniemi;4550;168;0.0;1;0.0;2016;2016;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;930;0,038189944;0,004621235;0
0978B;45037;16b;20.11.2003 0:00;455 Marjaniemi;4550;519;0.0;3;0.0;2019;2020;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;930;0,038189944;0,004621235;-0,25
0993A;47137;03a;21.10.1983 0:00;472 Vesala;4724;6200;0.0;112;2020.0;2022;2022;2.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO OYJ;Kaupunki;970;0,026411054;-0,00200217;-0,5
1069A;45105;7;1.6.1977 0:00;454 Myllypuro;4542;161;0.0;1;1977.0;1999;2001;24.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;920;0,04036742;0,016449551;0
1069B;45105;8;1.6.1977 0:00;454 Myllypuro;4542;167;0.0;1;1977.0;2001;2004;27.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;920;0,04036742;0,016449551;5,25
1070B;45112;10;1.6.1977 0:00;454 Myllypuro;4542;163;0.0;1;0.0;2001;2003;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;MUU RAKENNUTTAJA;Yksityinen;920;0,04036742;0,016449551;5,25
1072A;45122;13;1.6.1977 0:00;454 Myllypuro;4542;105;0.0;1;0.0;2004;2004;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;920;0,04036742;0,016449551;2,25
1109B;45474;10;30.9.1981 0:00;451 Vartioharju;4513;112;0.0;1;0.0;2020;2021;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;OMATOIMINEN RAK.;Yksityinen;950;0,040112264;0,001804418;-0,25
1160B;30098;5;6.5.2014 0:00;301 Vanha Munkkiniemi;3012;4360;50.0;58;2003.0;2007;2009;6.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;RUISSALO-SÄÄTIÖ;Kaupunki myy / myynyt;330;0,047383142;0,00509022;3,75
1160C;30098;8;6.5.2014 0:00;301 Vanha Munkkiniemi;3012;4800;0.0;71;1996.0;2015;2016;20.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;RUISSALO-SÄÄTIÖ;Kaupunki myy / myynyt;330;0,047383142;0,00509022;0,25
1171B;18627;1;24.10.2014 0:00;180 Laakso;1801;7250;250.0;84;0.0;2016;2018;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SAMFUNDET FOLKHÄLSAN;Kaupunki myy / myynyt;270;0,051038276;0,003056948;0
1185A;12358;59a;29.11.2018 0:00;121 Harju;1210;821;0.0;11;0.0;2021;2021;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;ASUNTOLEIJONAT;Yksityinen;500;0,058315546;-0,002204519;-0,5
1185B;12358;59b;29.11.2018 0:00;121 Harju;1210;1189;0.0;17;0.0;2021;2023;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;ASUNTOLEIJONAT;Yksityinen;500;0,058315546;-0,002204519;-0,5
1194A;43268;2;24.4.1998 0:00;434 Herttoniemenranta;4341;4250;800.0;55;1996.0;2000;2001;5.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;810;0,056949677;0,016736321;3,5
1194B;43268;1;28.7.1995 0:00;434 Herttoniemenranta;4341;2600;80.0;36;1996.0;1999;2000;4.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;810;0,056949677;0,016736321;0
1205A;47285;5;29.5.1998 0:00;474 Kivikko;4743;590;0.0;5;1996.0;2004;2004;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;SKANSKA;Valtio;940;0,031552956;0,017502569;2,25
1205B;47285;6;29.5.1998 0:00;474 Kivikko;4743;590;0.0;5;1996.0;2003;2004;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;SKANSKA;Valtio;940;0,031552956;0,017502569;3,25
1205C;47285;7;29.5.1998 0:00;474 Kivikko;4743;590;0.0;5;1996.0;2004;2004;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;SKANSKA;Valtio;940;0,031552956;0,017502569;2,25
1205D;47285;8;29.5.1998 0:00;474 Kivikko;4743;590;0.0;3;1996.0;2002;2003;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;OMATOIMINEN RAK.;Valtio;940;0,031552956;0,017502569;3,5
1205E;47285;2;29.5.1998 0:00;474 Kivikko;4743;145;0.0;1;1996.0;2002;2003;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Valtio;940;0,031552956;0,017502569;3,5
1205F;47285;3;29.5.1998 0:00;474 Kivikko;4743;145;0.0;1;1996.0;2005;2006;10.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;OMATOIMINEN RAK.;Valtio;940;0,031552956;0,017502569;2,25
1208A;47284;1;29.5.1998 0:00;474 Kivikko;4743;1600;0.0;16;1996.0;2003;2004;8.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Pientalo;ATT;Valtio;940;0,031552956;0,017502569;3,25
1208B;47284;2;29.5.1998 0:00;474 Kivikko;4743;145;0.0;1;1996.0;2002;2004;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Valtio;940;0,031552956;0,017502569;3,5
1208C;47284;3;29.5.1998 0:00;474 Kivikko;4743;145;0.0;1;1996.0;2001;2002;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Valtio;940;0,031552956;0,017502569;5,25
1208D;47284;4;29.5.1998 0:00;474 Kivikko;4743;143;0.0;1;1996.0;2008;2009;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Valtio;940;0,031552956;0,017502569;4,75
1208E;47284;5;29.5.1998 0:00;474 Kivikko;4743;148;0.0;1;1996.0;2003;2004;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Valtio;940;0,031552956;0,017502569;3,25
1209A;47282;2;29.5.1998 0:00;474 Kivikko;4743;3400;0.0;46;1996.0;2000;2001;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Valtio;940;0,031552956;0,017502569;3,5
1209B;47282;3;29.5.1998 0:00;474 Kivikko;4743;2250;0.0;32;1996.0;2000;2001;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Valtio;940;0,031552956;0,017502569;3,5
1226A;54174;8;9.6.2000 0:00;541 Keski-Vuosaari;5414;4959;0.0;64;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;980;0,041691154;0,008984244;0
1226B;54174;12;9.6.2000 0:00;541 Keski-Vuosaari;5414;2630;0.0;33;1998.0;1999;2000;2.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;980;0,041691154;0,008984244;0
1226C;54174;9;9.6.2000 0:00;541 Keski-Vuosaari;5414;2000;1160.0;38;1998.0;2000;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion tuki;Ei Hitas;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;980;0,041691154;0,008984244;3,5
1226D;54174;13;9.6.2000 0:00;541 Keski-Vuosaari;5414;4002;0.0;56;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Ei Hitas;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;980;0,041691154;0,008984244;0
1226E;54174;11;9.6.2000 0:00;541 Keski-Vuosaari;5414;4082;0.0;56;1998.0;2000;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;980;0,041691154;0,008984244;3,5
1255A;54055;3;28.7.2000 0:00;541 Keski-Vuosaari;5412;3015;0.0;28;1999.0;2004;2005;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;960;0,038147447;0,008984244;2,25
1255B;54055;4;28.7.2000 0:00;541 Keski-Vuosaari;5412;2505;0.0;23;1999.0;2003;2004;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;960;0,038147447;0,008984244;3,25
1255C;54055;5;28.7.2000 0:00;541 Keski-Vuosaari;5412;2285;0.0;20;1999.0;2001;2002;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;960;0,038147447;0,008984244;5,25
1255D;54055;6;28.7.2000 0:00;541 Keski-Vuosaari;5412;2340;0.0;20;2000.0;2002;2003;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;960;0,038147447;0,008984244;3,5
1256A;54032;4;8.8.1997 0:00;547 Rastila;5471;3513;0.0;30;1997.0;1999;2000;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Rivitalo;ASOASUNNOT OY;Kaupunki;980;0,041691154;0,022445473;0
1256B;54033;7;8.8.1997 0:00;547 Rastila;5471;1001;0.0;10;1997.0;1999;2000;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Rivitalo;ASOASUNNOT OY;Kaupunki;980;0,041691154;0,022445473;0
1256C;54034;1;8.8.1997 0:00;547 Rastila;5471;1006;0.0;10;1997.0;1999;2000;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Rivitalo;ASOASUNNOT OY;Kaupunki;980;0,041691154;0,022445473;0
1256D;54032;3;8.8.1997 0:00;547 Rastila;5471;2188;0.0;19;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;VVO;Kaupunki;980;0,041691154;0,022445473;0
1269A;36121;2;17.4.2009 0:00;364 Viikinmäki;3640;3300;0.0;39;2009.0;2013;2015;6.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;0,75
1269B;36120;3;17.4.2009 0:00;364 Viikinmäki;3640;4500;0.0;44;2009.0;2012;2014;5.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;2
1270B;54172;2;21.2.1997 0:00;545 Kallahti;5451;3996;0.0;68;1997.0;2001;2001;4.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;980;0,041691154;-0,005546525;5,25
1325A;38336;1;11.8.2000 0:00;385 Malmin lentokenttä;3852;2800;0.0;37;1995.0;2001;2003;8.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;730;0,038910223;0,042290096;5,25
1325B;38336;4;11.8.2000 0:00;385 Malmin lentokenttä;3852;2200;100.0;28;1996.0;2001;2003;7.0;ARA-vuokra;Vuokra-asuntoja;Valtion tuki;Ei Hitas;Kerrostalo;ATT;Kaupunki;730;0,038910223;0,042290096;5,25
1335A;38336;2;11.8.2000 0:00;385 Malmin lentokenttä;3852;1970;0.0;30;1996.0;2001;2003;7.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Kerrostalo;ATT;Kaupunki;730;0,038910223;0,042290096;5,25
1335B;38336;3;11.8.2000 0:00;385 Malmin lentokenttä;3852;1400;0.0;16;1996.0;2001;2003;7.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Kerrostalo;ATT;Kaupunki;730;0,038910223;0,042290096;5,25
1343A;20030;1;13.2.2004 0:00;204 Hernesaari;2042;8265;690.0;57;2004.0;2006;2008;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;NCC RAKENNUS OY;Kaupunki myy / myynyt;150;0,05670496;0,018958822;2,5
1343B;20031;1;13.2.2004 0:00;204 Hernesaari;2042;7535;690.0;44;2004.0;2006;2008;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TARKALA OY;Kaupunki myy / myynyt;150;0,05670496;0,018958822;2,5
1343C;20032;1;13.2.2004 0:00;204 Hernesaari;2042;5660;460.0;47;2004.0;2006;2007;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SRV YHTIÖT;Kaupunki myy / myynyt;150;0,05670496;0,018958822;2,5
1343D;20033;1;13.2.2004 0:00;204 Hernesaari;2042;6935;1710.0;44;2004.0;2006;2008;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;APOLLO-RAKENNE OY;Kaupunki myy / myynyt;150;0,05670496;0,018958822;2,5
1351B;39056;22;28.4.1993 0:00;391 Tapaninvainio;3915;156;0.0;1;1993.0;2002;2006;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;780;0,031688522;0,000421776;3,5
1383A;43274;5;24.4.1998 0:00;434 Herttoniemenranta;4341;3350;150.0;45;1998.0;2003;2004;6.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Kerrostalo;ATT;Kaupunki;810;0,056949677;0,016736321;3,25
1383B;43274;6;24.4.1998 0:00;434 Herttoniemenranta;4341;4650;100.0;49;1998.0;2000;2002;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;ATT;Kaupunki;810;0,056949677;0,016736321;3,5
1387A;43275;1;24.4.1998 0:00;434 Herttoniemenranta;4341;3200;500.0;34;1998.0;2002;2003;5.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;SKANSKA;Kaupunki;810;0,056949677;0,016736321;3,5
1387B;43280;1;24.4.1998 0:00;434 Herttoniemenranta;4341;3300;300.0;37;1998.0;2002;2003;5.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;SKANSKA;Kaupunki;810;0,056949677;0,016736321;3,5
1394B;45502;3;3.5.1996 0:00;457 Itäkeskus;4573;2500;0.0;31;1997.0;1999;2000;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;SKANSKA;Kaupunki;930;0,038189944;-0,004678153;0
1398A;13414;17;3.4.1998 0:00;130 Etu-Töölö;1301;6436;0.0;65;2006.0;2008;2014;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SRV YHTIÖT;Kaupunki myy / myynyt;100;0,056069056;0,005124204;4,75
1398B;13414;14;12.1.1996 0:00;130 Etu-Töölö;1301;9000;2500.0;215;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;HOAS;Kaupunki;100;0,056069056;0,005124204;0
1398C;13414;22;17.10.2008 0:00;130 Etu-Töölö;1301;6260;0.0;77;2007.0;2014;2015;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki myy / myynyt;100;0,056069056;0,005124204;0,5
1398D;13414;22;17.10.2008 0:00;130 Etu-Töölö;1301;3740;0.0;46;2007.0;2014;2015;8.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki myy / myynyt;100;0,056069056;0,005124204;0,5
1398E;13414;15;3.4.1998 0:00;130 Etu-Töölö;1301;5806;0.0;64;2006.0;2007;2009;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SRV YHTIÖT;Kaupunki myy / myynyt;100;0,056069056;0,005124204;3,75
1398G;13414;7;12.1.1996 0:00;130 Etu-Töölö;1301;5000;0.0;44;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Omistuskorkotuki (HK-laina);Hitas;Kerrostalo;HGIN VANH. PALV. TALOYHD/ESY;Kaupunki;100;0,056069056;0,005124204;0
1398H;13414;16;3.4.1998 0:00;130 Etu-Töölö;1301;4800;0.0;66;2006.0;2008;2011;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Kaupunki myy / myynyt;100;0,056069056;0,005124204;4,75
1445B;36037;7;15.4.2005 0:00;361 Viikinranta;3611;260;0.0;1;2004.0;2018;2019;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki myy / myynyt;560;0,060719974;0,085111154;-0,25
1445C;36037;8;15.4.2005 0:00;361 Viikinranta;3611;260;0.0;1;2004.0;2014;2015;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki myy / myynyt;560;0,060719974;0,085111154;0,5
