hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;erityisryhmä;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
841;33191;3;1997-11-21 00:00:00;331 Kannelmäki;3312;6300;0.0;88;1997.0;1999;2000;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Valtio;420;3,889135139;0,066129681;0
865;41047;3;1976-12-02 00:00:00;411 Puistola;4112;329;0.0;4;1977.0;2000;2001;24.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;760;3,333752072;-0,103618172;3,5
866;34041;11;1980-06-17 00:00:00;342 Itä-Pakila;3422;372;0.0;4;0;2012;2012;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;MESTA OY;Yksityinen;680;3,849290882;0,067423044;2
875;39304;8;1986-05-16 00:00:00;392 Tapanila;3926;632;0.0;11;2006.0;2006;2008;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;AS.OY FALLKULLANTILA;Yksityinen;730;3,891022323;0,568153485;2,5
998;45016;32;2003-11-20 00:00:00;455 Marjaniemi;4550;250;0.0;1;1969.0;2005;2007;38.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;930;3,818994402;0,462123526;2,25
1019;45024;18;2003-11-20 00:00:00;455 Marjaniemi;4550;403;0.0;3;0;2000;2000;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;930;3,818994402;0,462123526;3,5
1046;45042;6;2003-11-20 00:00:00;455 Marjaniemi;4550;487;0.0;6;0;2023;2023;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;PUUKOTI GROUP;Yksityinen;930;3,818994402;0,462123526;0
1048;30077;12;1981-01-05 00:00:00;302 Kuusisaari;3020;1346;0.0;10;1980.0;1999;2000;20.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;A. PALMBERG OY AB;Yksityinen;340;3,264218076;1,316061735;0
1060;45045;5;2003-11-20 00:00:00;455 Marjaniemi;4550;313;0.0;2;1970.0;2001;2002;32.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;930;3,818994402;0,462123526;5,25
1065;45105;9;1977-06-01 00:00:00;454 Myllypuro;4542;170;0.0;2;0;2004;2005;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;920;4,03674203;1,644955127;2,25
1073;45269;4;2001-01-19 00:00:00;451 Vartioharju;4511;568;0.0;4;0;2000;2001;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;3,5
1074;45273;19;2001-01-19 00:00:00;451 Vartioharju;4511;236;0.0;1;0;2014;2014;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;OMATOIMINEN RAK.;Yksityinen;950;4,011226385;0,180441803;0,5
1079;45293;7;1996-10-11 00:00:00;451 Vartioharju;4515;581;0.0;6;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;0
1080;45449;11;2004-10-22 00:00:00;451 Vartioharju;4512;384;0.0;3;0;2010;2011;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;MESTA OY;Yksityinen;910;4,079831899;0,180441803;1,25
1082;45449;10;2004-10-22 00:00:00;451 Vartioharju;4512;636;0.0;5;0;2010;2011;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;MESTA OY;Yksityinen;910;4,079831899;0,180441803;1,25
1083;35043;17;1972-11-29 00:00:00;351 Paloheinä;3511;484;0;5;0;2012;2013;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;MESTA OY;Yksityinen;670;3,534406535;0,173475075;2
1094;45450;7;1982-06-02 00:00:00;451 Vartioharju;4512;252;0.0;1;0;1996;2001;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;0
1100;11305;3;2013-10-11 00:00:00;112 Linjat;1122;3400;0;32;0;2017;2019;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;CATHKA OY;Yksityinen;530;5,617906359;-0,056129819;0
1103;45458;17;2004-12-10 00:00:00;451 Vartioharju;4512;436;0.0;4;0;2018;2019;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;-0,25
1104;45460;10;2018-11-29 00:00:00;451 Vartioharju;4512;970;0.0;14;2018.0;2021;2022;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;PUUKOTI GROUP;Yksityinen;950;4,011226385;0,180441803;-0,5
1106;38334;6;2000-08-11 00:00:00;385 Malmin lentokenttä;3852;5800;0.0;78;1995.0;2003;2004;9.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;730;3,891022323;4,22900964;3,25
1111;46142;3;1975-08-04 00:00:00;463 Reimarla;4633;445;0.0;4;1975.0;1999;2000;25.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;370;3,280780396;0,188856089;0
1115;49010;8;1974-08-09 00:00:00;491 Yliskylä;4914;460;0.0;2;1974.0;2001;2002;28.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;840;3,855811843;0,95965144;5,25
1119;49060;23;1975-01-03 00:00:00;491 Yliskylä;4913;353;0.0;2;0;2018;2019;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;OMATOIMINEN RAK.;Yksityinen;840;3,855811843;0,95965144;-0,25
1125;49122;1;1982-07-30 00:00:00;495 Hevossalmi;4952;373;0.0;2;0;2005;2006;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;870;3,755034666;-0,131421449;2,25
1128;54019;3;2006-05-12 00:00:00;547 Rastila;5471;738;0.0;6;1985.0;2000;2001;16.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;980;4,169115363;2,244547317;3,5
1146;54060;2;1982-03-12 00:00:00;541 Keski-Vuosaari;5412;380;0.0;4;0;2000;2000;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;960;3,814744686;0,898424412;3,5
1153;54064;2;1982-03-12 00:00:00;541 Keski-Vuosaari;5412;380;0.0;4;0;2003;2004;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;980;4,169115363;0,898424412;3,25
1170;46147;12;2013-04-19 00:00:00;463 Reimarla;4633;540;0;5;0;2023;2023;0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Ei erityisryhmää;Rivitalo;FIMMA OY;Kaupunki;370;3,280780396;0,188856089;0
1182;46154;10;2013-04-19 00:00:00;463 Reimarla;4633;380;0;3;0;2017;2019;0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;370;3,280780396;0,188856089;0
1200;43256;6;1996-11-01 00:00:00;434 Herttoniemenranta;4341;4200;100.0;51;1998.0;2000;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;810;5,694967673;1,673632082;3,5
1206;47285;4;1998-05-29 00:00:00;474 Kivikko;4743;2850;0.0;27;1996.0;2002;2003;7.0;Välimuoto;Asumisoikeusasuntoja;Valtion tuki;Ei Hitas;Ei erityisryhmää;Rivitalo;TARVEASUNNOT OY;Valtio;940;3,155295611;1,750256917;3,5
1207;47285;1;1998-05-29 00:00:00;474 Kivikko;4743;2150;0.0;26;1996.0;2005;2006;10.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;TARVEASUNNOT OY;Valtio;940;3,155295611;1,750256917;2,25
1210;36261;2;2007-06-21 00:00:00;364 Viikinmäki;3640;6500;0.0;90;2006.0;2012;2013;7.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;2
1254;14484;6;2017-06-02 00:00:00;140 Taka-Töölö;1405;17500;0;145;0;2020;2022;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;AURATUM ASUNNOT OY;Yksityinen;260;5,273547066;0,234469412;-0,25
1272;46150;8;2013-04-19 00:00:00;463 Reimarla;4633;367;0;3;0;2016;2017;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;370;3,280780396;0,188856089;0
1299;4013;1;2011-11-25 00:00:00;040 Kamppi;408;6200;0.0;93;2011.0;2014;2015;4.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;ETERA;Kaupunki myy / myynyt;100;5,606905584;0,666373535;0,5
1303;4087;3;1976-10-21 00:00:00;040 Kamppi;405;2250;0.0;18;0;2011;2012;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;MUU RAKENNUTTAJA;Yksityinen;120;5,723487286;0,666373535;1,5
1314;54006;1;1997-01-24 00:00:00;547 Rastila;5472;8000;0.0;95;1997.0;2000;2001;4.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;980;4,169115363;2,244547317;3,5
1328;47103;16;1980-04-11 00:00:00;472 Vesala;4721;241;0.0;2;2000.0;2002;2003;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;940;3,155295611;-0,200216982;3,5
1332;49080;6;1994-03-18 00:00:00;491 Yliskylä;4912;1600;0.0;20;1994.0;2003;2003;9.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;870;3,755034666;0,95965144;3,25
1344;34050;25;1980-03-13 00:00:00;342 Itä-Pakila;3422;627;0;7;0;2018;2019;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;CONMEST OY;Yksityinen;680;3,849290882;0,067423044;-0,25
1356;43253;1;1996-11-01 00:00:00;434 Herttoniemenranta;4341;3750;150.0;37;1996.0;2000;2001;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Yksityinen;810;5,694967673;1,673632082;3,5
1370;43253;2;1996-11-01 00:00:00;434 Herttoniemenranta;4341;3950;150.0;54;1996.0;1999;2000;4.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;OP-ELÄKEKASSA;Kaupunki;810;5,694967673;1,673632082;0
1374;43255;3;1996-11-01 00:00:00;434 Herttoniemenranta;4341;3600;100.0;44;1996.0;2000;2001;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Yksityinen;810;5,694967673;1,673632082;3,5
1378;43256;4;1996-11-01 00:00:00;434 Herttoniemenranta;4341;4650;270.0;58;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Yksityinen;810;5,694967673;1,673632082;0
1380;43254;2;1996-11-01 00:00:00;434 Herttoniemenranta;4341;5700;200.0;89;1997.0;1999;2000;3.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;MERIMIESELÄKEKASSA;Yksityinen;810;5,694967673;1,673632082;0
1382;43272;2;1998-04-24 00:00:00;434 Herttoniemenranta;4341;3000;100.0;64;1998.0;1999;2000;2.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Nuoriso;Kerrostalo;NUORISOSÄÄTIÖ;Kaupunki;810;5,694967673;1,673632082;0
1391;43009;19;2003-01-17 00:00:00;434 Herttoniemenranta;4341;2105;0.0;15;2006.0;2007;2008;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YH-SUOMI OY & PEAB SEICON OY;Kaupunki myy / myynyt;810;5,694967673;1,673632082;3,75
1399;43009;22;2003-01-17 00:00:00;434 Herttoniemenranta;4341;2781;0.0;37;2006.0;2016;2018;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TA-YHTIÖT;Kaupunki myy / myynyt;810;5,694967673;1,673632082;0
1400;43009;17;2003-01-17 00:00:00;434 Herttoniemenranta;4341;2180;0.0;15;2005.0;2006;2007;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;YH-SUOMI OY & PEAB SEICON OY;Kaupunki myy / myynyt;810;5,694967673;1,673632082;2,5
1403;45205;7;2000-01-28 00:00:00;452 Puotila;4520;5000;0.0;74;2000.0;2002;2003;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;910;4,079831899;0,554133959;3,5
1412;38248;8;1991-10-18 00:00:00;383 Pihlajamäki;3832;703;0.0;16;1992.0;2005;2006;14.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Nuoriso;Rivitalo;ALKUASUNNOT;Kaupunki;710;3,572011567;-0,363727395;2,25
1414;40055;22;1993-01-08 00:00:00;402 Tapulikaupunki;4023;191;0.0;1;1992.0;2003;2004;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;750;3,295993573;0,045718833;3,25
1417;45341;1;1997-10-17 00:00:00;454 Myllypuro;4543;5420;0.0;75;1998.0;2000;2001;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;920;4,03674203;1,644955127;3,5
1420;45345;1;1997-10-17 00:00:00;454 Myllypuro;4543;1550;0.0;14;1998.0;2007;2008;10.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TARVEASUNNOT OY/YIT OY;Valtio;920;4,03674203;1,644955127;3,75
1433;30057;14;2017-03-17 00:00:00;301 Vanha Munkkiniemi;3012;2330;110.0;33;0;2018;2019;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;AS.OY RAKENNUTTAA;Yksityinen;330;4,738314156;0,509022048;-0,25
1444;49229;21;2014-07-18 00:00:00;492 Jollas;4922;780;0.0;4;0;2015;2017;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;0,25
1446;49229;22;2014-07-18 00:00:00;492 Jollas;4922;940;0.0;4;0;2015;2018;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;0,25
1447;14521;53;1996-08-09 00:00:00;140 Taka-Töölö;1403;1850;300.0;33;1996.0;1999;2000;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TUNTEMATON;Yksityinen;250;5,110636987;0,234469412;0
1451;49204;1;1997-01-17 00:00:00;492 Jollas;4921;1200;0.0;8;1993.0;2000;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;SKANSKA;Yksityinen;850;4,952378241;0,350145248;3,5
1463;4007;6;2004-06-24 00:00:00;040 Kamppi;404;7880;0.0;99;2002.0;2003;2005;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SRV YHTIÖT;Yksityinen;100;5,606905584;0,666373535;3,25
1464;43270;2;2014-07-04 00:00:00;434 Herttoniemenranta;4341;6700;1000.0;143;0;2018;2019;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SATO OYJ;Kaupunki myy / myynyt;810;5,694967673;1,673632082;-0,25
1466;33089;1;1999-01-29 00:00:00;334 Hakuninmaa;3343;2605;0.0;22;1999.0;2000;2000;1.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;430;4,551224096;-0,565729491;3,5
1469;43282;1;2015-06-05 00:00:00;434 Herttoniemenranta;4341;4450;150.0;51;0;2019;2020;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SKANSKA;Kaupunki myy / myynyt;810;5,694967673;1,673632082;-0,25
1470;29198;8;1979-12-28 00:00:00;294 Lassila;2940;300;0.0;7;0;2016;2016;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TUNTEMATON;Yksityinen;440;3,84144167;0,215513732;0
1473;54141;1;2004-03-23 00:00:00;541 Keski-Vuosaari;5416;2100;0.0;23;2004.0;2013;2014;10.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Rivitalo;TA-YHTIÖT;Kaupunki;960;3,814744686;0,898424412;0,75
1501;54255;4;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;4743;0.0;50;1998.0;1999;2000;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;ATT;Kaupunki;960;3,814744686;0,898424412;0
1502;54252;1;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;4242;0.0;57;1998.0;1999;2000;2.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;960;3,814744686;0,898424412;0
1507;54175;20;2000-06-09 00:00:00;541 Keski-Vuosaari;5414;1185;0.0;15;1998.0;2000;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;VVO;Kaupunki;980;4,169115363;0,898424412;3,5
1509;54145;1;2004-03-23 00:00:00;541 Keski-Vuosaari;5416;1000;0.0;10;2004.0;2022;2023;19.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;RENTO ASUNNOT OY;Kaupunki;960;3,814744686;0,898424412;-0,5
1518;43272;3;1998-04-24 00:00:00;434 Herttoniemenranta;4341;5600;150.0;71;1998.0;2000;2001;3.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;VVO;Kaupunki;810;5,694967673;1,673632082;3,5
1519;43273;2;1998-04-24 00:00:00;434 Herttoniemenranta;4341;5100;300.0;54;1998.0;2001;2002;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Kerrostalo;SEICON OY;Kaupunki;810;5,694967673;1,673632082;5,25
1520;43273;4;1998-04-24 00:00:00;434 Herttoniemenranta;4341;7050;550.0;86;1998.0;2001;2001;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;810;5,694967673;1,673632082;5,25
1522;13447;16;2003-01-10 00:00:00;130 Etu-Töölö;1303;2273;0.0;25;1998.0;2008;2010;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TUNTEMATON;Yksityinen;100;5,606905584;0,512420409;4,75
1523;47203;25;2016-04-15 00:00:00;473 Mellunmäki;4731;2345;155.0;41;0;2018;2019;0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;A-KRUUNU;Yksityinen;970;2,6411054;0,588188926;-0,25
1524;47203;26;2016-04-15 00:00:00;473 Mellunmäki;4731;4005;245.0;68;0;2018;2019;0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;A-KRUUNU;Yksityinen;970;2,6411054;0,588188926;-0,25
1525;47203;27;2016-04-15 00:00:00;473 Mellunmäki;4731;3850;0.0;70;0;2019;2019;0;Välimuoto;Vuokra-asuntoja;Takauslaina;Ei Hitas;Ei erityisryhmää;Kerrostalo;AVAIN YHTIÖT;Yksityinen;970;2,6411054;0,588188926;-0,25
1526;47203;28;2016-04-15 00:00:00;473 Mellunmäki;4731;2450;650.0;16;0;2019;2019;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Vanhukset;Kerrostalo;AVAIN YHTIÖT;Yksityinen;970;2,6411054;0,588188926;-0,25
1534;35014;1;1972-11-29 00:00:00;351 Paloheinä;3511;493;0;4;0;2018;2019;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;KOTITEHDAS OY;Yksityinen;670;3,534406535;0,173475075;-0,25
1535;34161;3;1981-01-08 00:00:00;341 Länsi-Pakila;3414;307;0;3;0;2017;2018;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;KOTITEHDAS OY;Yksityinen;660;3,722342878;0,398446727;0
1538;44027;18;1980-01-16 00:00:00;440 Tammisalo;4400;1004;0.0;4;1993.0;1999;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;830;2,824489352;0,120883234;0
1541;45097;5;1998-11-27 00:00:00;457 Itäkeskus;4572;1650;0.0;22;2000.0;2000;2000;0.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;930;3,818994402;-0,467815261;3,5
1542;45096;2;1998-11-27 00:00:00;457 Itäkeskus;4572;2500;0.0;23;1996.0;2001;2002;6.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Rivitalo;ATT;Kaupunki;930;3,818994402;-0,467815261;5,25
1544;8147;7;2016-12-16 00:00:00;080 Katajanokka;801;1800;400.0;7;0;2017;2020;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;LAPIS RAKENNUS OY;Yksityinen;160;4,656163716;0,87864861;0
1545;8147;13;2016-12-16 00:00:00;080 Katajanokka;801;4385;85.0;58;0;2020;2022;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;UUDENMAAN MESTARI-RAKENTAJAT OY;Yksityinen;160;4,656163716;0,87864861;-0,25
1546;8147;11;2016-12-16 00:00:00;080 Katajanokka;801;6040;0;44;0;2018;2020;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;AALTO REAL ESTATE OY;Yksityinen;160;4,656163716;0,87864861;-0,25
1559;32013;31;2016-10-14 00:00:00;320 Konala;3205;3380;0;58;0;2017;2018;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;BONAVA;Yksityinen;390;3,996363534;1,657450466;0
1560;29150;1;2000-08-11 00:00:00;291 Etelä-Haaga;2913;750;0.0;4;1998.0;2003;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;SKANSKA;Yksityinen;320;4,976107362;0,137404862;3,25
1561;39224;1;1995-05-19 00:00:00;392 Tapanila;3923;365;365.0;6;1993.0;2000;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TUNTEMATON;Yksityinen;730;3,891022323;0,568153485;3,5
1562;46149;4;1975-08-04 00:00:00;463 Reimarla;4633;253;0.0;2;1999.0;2000;2001;2.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Ok/Paritalo;VVO;Kaupunki;370;3,280780396;0,188856089;3,5
1573;5093;4;1980-11-14 00:00:00;050 Punavuori;502;3388;0;32;0;2015;2017;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;LAPIS RAKENNUS OY;Yksityinen;120;5,723487286;0,587493052;0,25
1581;43266;2;1998-04-24 00:00:00;434 Herttoniemenranta;4341;3200;150.0;41;1994.0;1999;2000;6.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;810;5,694967673;1,673632082;0
